Order ID,Date,Customer ID,Item Code,Dish,Category,Quantity,Unit Price (₦),Discount %,Revenue (₦),Unit Cost (₦),Total Cost (₦),Gross Profit (₦),Order Channel,Payment Method,Meal Period,Hour,Rating
ORD-00659,46046,CUST-0093,FD002,Jollof Rice & Chicken,Rice Meals,4,2800,0,11200,1450,5800,5400,Walk-in,Transfer,Dinner,17,5
ORD-00741,46046,CUST-0020,FD006,Eba & Egusi Soup,Swallow,4,2600,0,10400,1320,5280,5120,Walk-in,POS,Lunch,14,5
ORD-01191,46046,CUST-0260,FD003,Fried Rice & Chicken,Rice Meals,1,3000,0,3000,1580,1580,1420,Walk-in,Cash,Lunch,11,4
ORD-01411,46046,CUST-0607,FD005,Yam Porridge,Traditional Meals,2,2200,0,4400,1050,2100,2300,Walk-in,Transfer,Lunch,11,3
ORD-01700,46046,CUST-0439,FD007,Amala & Ewedu,Swallow,4,2500,0,10000,1250,5000,5000,Walk-in,POS,Breakfast,10,5
ORD-00007,46047,CUST-0281,FD010,Soft Drink,Beverages,4,600,0,2400,280,1120,1280,Walk-in,Cash,Lunch,12,5
ORD-01289,46047,CUST-0558,FD004,Beans & Plantain,Traditional Meals,1,2000,0,2000,960,960,1040,Walk-in,Cash,Breakfast,10,4
ORD-00042,46048,CUST-0143,FD003,Fried Rice & Chicken,Rice Meals,1,3000,0,3000,1580,1580,1420,Walk-in,Transfer,Lunch,14,4
ORD-00657,46048,CUST-0317,FD009,Moi Moi,Sides,3,900,0,2700,380,1140,1560,Delivery,Transfer,Breakfast,8,3
ORD-00900,46048,CUST-0088,FD007,Amala & Ewedu,Swallow,4,2500,0,10000,1250,5000,5000,Walk-in,POS,Dinner,18,4
ORD-01060,46048,CUST-0121,FD006,Eba & Egusi Soup,Swallow,3,2600,0,7800,1320,3960,3840,Delivery,Transfer,Dinner,17,5
ORD-01073,46048,CUST-0309,FD010,Soft Drink,Beverages,1,600,0,600,280,280,320,Walk-in,Transfer,Dinner,18,3
ORD-01139,46048,CUST-0488,FD011,Bottled Water,Beverages,4,300,0,1200,120,480,720,Walk-in,Cash,Dinner,16,
ORD-01369,46048,CUST-0483,FD003,Fried Rice & Chicken,Rice Meals,3,3000,0,9000,1580,4740,4260,Takeaway,Transfer,Lunch,13,4
ORD-01520,46048,CUST-0532,FD003,Fried Rice & Chicken,Rice Meals,4,3000,0,12000,1580,6320,5680,Takeaway,Cash,Dinner,20,5
ORD-00296,46049,CUST-0215,FD001,White Rice & Stew,Rice Meals,4,1800,0,7200,820,3280,3920,Takeaway,Transfer,Lunch,11,5
ORD-00330,46049,CUST-0492,FD008,Pounded Yam & Vegetable Soup,Swallow,2,3200,0,6400,1710,3420,2980,Walk-in,POS,Breakfast,8,5
ORD-00379,46049,CUST-0419,FD002,Jollof Rice & Chicken,Rice Meals,1,2800,0,2800,1450,1450,1350,Walk-in,Cash,Dinner,18,5
ORD-00415,46049,CUST-0443,FD006,Eba & Egusi Soup,Swallow,4,2600,0,10400,1320,5280,5120,Walk-in,Transfer,Lunch,12,3
ORD-00479,46049,CUST-0476,FD005,Yam Porridge,Traditional Meals,3,2200,0,6600,1050,3150,3450,Walk-in,POS,Breakfast,8,4
ORD-00873,46049,CUST-0339,FD002,Jollof Rice & Chicken,Rice Meals,1,2800,0,2800,1450,1450,1350,Walk-in,Cash,Lunch,14,5
ORD-01134,46049,CUST-0242,FD001,White Rice & Stew,Rice Meals,2,1800,0.05,3420,820,1640,1780,Walk-in,Transfer,Breakfast,9,5
ORD-01334,46049,CUST-0092,FD005,Yam Porridge,Traditional Meals,4,2200,0,8800,1050,4200,4600,Takeaway,Transfer,Lunch,15,4
ORD-01358,46049,CUST-0258,FD001,White Rice & Stew,Rice Meals,2,1800,0,3600,820,1640,1960,Takeaway,POS,Lunch,14,5
ORD-01368,46049,CUST-0145,FD001,White Rice & Stew,Rice Meals,1,1800,0,1800,820,820,980,Walk-in,Cash,Dinner,18,4
ORD-00062,46050,CUST-0049,FD002,Jollof Rice & Chicken,Rice Meals,3,2800,0,8400,1450,4350,4050,Walk-in,Cash,Lunch,11,4
ORD-00119,46050,CUST-0206,FD005,Yam Porridge,Traditional Meals,1,2200,0,2200,1050,1050,1150,Walk-in,POS,Dinner,16,5
ORD-00187,46050,CUST-0404,FD009,Moi Moi,Sides,4,900,0,3600,380,1520,2080,Delivery,Transfer,Dinner,20,5
ORD-00351,46050,CUST-0554,FD003,Fried Rice & Chicken,Rice Meals,1,3000,0,3000,1580,1580,1420,Walk-in,Cash,Lunch,13,4
ORD-00436,46050,CUST-0395,FD006,Eba & Egusi Soup,Swallow,2,2600,0,5200,1320,2640,2560,Takeaway,Cash,Lunch,12,4
ORD-00584,46050,CUST-0336,FD001,White Rice & Stew,Rice Meals,2,1800,0,3600,820,1640,1960,Walk-in,POS,Lunch,14,4
ORD-00944,46050,CUST-0061,FD012,Fried Plantain,Sides,3,700,0,2100,300,900,1200,Takeaway,POS,Lunch,13,5
ORD-01288,46050,CUST-0173,FD006,Eba & Egusi Soup,Swallow,1,2600,0,2600,1320,1320,1280,Walk-in,Cash,Lunch,11,4
ORD-00715,46051,CUST-0439,FD003,Fried Rice & Chicken,Rice Meals,4,3000,0,12000,1580,6320,5680,Delivery,POS,Lunch,12,5
ORD-00867,46051,CUST-0358,FD001,White Rice & Stew,Rice Meals,1,1800,0,1800,820,820,980,Takeaway,POS,Lunch,14,4
ORD-01106,46051,CUST-0310,FD007,Amala & Ewedu,Swallow,2,2500,0,5000,1250,2500,2500,Takeaway,POS,Dinner,18,4
ORD-01238,46051,CUST-0590,FD008,Pounded Yam & Vegetable Soup,Swallow,3,3200,0,9600,1710,5130,4470,Walk-in,Transfer,Lunch,13,
ORD-01612,46051,CUST-0163,FD005,Yam Porridge,Traditional Meals,4,2200,0,8800,1050,4200,4600,Walk-in,Transfer,Lunch,12,5
ORD-01784,46051,CUST-0429,FD006,Eba & Egusi Soup,Swallow,1,2600,0,2600,1320,1320,1280,Takeaway,POS,Lunch,14,5
ORD-01800,46051,CUST-0191,FD008,Pounded Yam & Vegetable Soup,Swallow,3,3200,0,9600,1710,5130,4470,Delivery,POS,Dinner,20,5
ORD-00218,46052,CUST-0084,FD001,White Rice & Stew,Rice Meals,2,1800,0,3600,820,1640,1960,Walk-in,POS,Lunch,12,4
ORD-00425,46052,CUST-0203,FD001,White Rice & Stew,Rice Meals,1,1800,0,1800,820,820,980,Takeaway,Transfer,Dinner,16,
ORD-00462,46052,CUST-0237,FD005,Yam Porridge,Traditional Meals,2,2200,0,4400,1050,2100,2300,Walk-in,Cash,Lunch,11,5
ORD-00878,46052,CUST-0612,FD002,Jollof Rice & Chicken,Rice Meals,1,2800,0,2800,1450,1450,1350,Walk-in,POS,Lunch,13,4
ORD-00985,46052,CUST-0220,FD003,Fried Rice & Chicken,Rice Meals,1,3000,0,3000,1580,1580,1420,Walk-in,Cash,Lunch,14,3
ORD-01095,46052,CUST-0240,FD003,Fried Rice & Chicken,Rice Meals,3,3000,0,9000,1580,4740,4260,Walk-in,Transfer,Dinner,19,5
ORD-01697,46052,CUST-0444,FD006,Eba & Egusi Soup,Swallow,4,2600,0.05,9880,1320,5280,4600,Walk-in,Cash,Lunch,11,5
ORD-00108,46053,CUST-0264,FD002,Jollof Rice & Chicken,Rice Meals,3,2800,0,8400,1450,4350,4050,Takeaway,Transfer,Lunch,14,4
ORD-00134,46053,CUST-0249,FD004,Beans & Plantain,Traditional Meals,1,2000,0.1,1800,960,960,840,Takeaway,Cash,Breakfast,10,5
ORD-00387,46053,CUST-0485,FD004,Beans & Plantain,Traditional Meals,4,2000,0,8000,960,3840,4160,Walk-in,Cash,Lunch,15,4
ORD-00889,46053,CUST-0160,FD009,Moi Moi,Sides,3,900,0,2700,380,1140,1560,Walk-in,POS,Dinner,16,3
ORD-00924,46053,CUST-0376,FD005,Yam Porridge,Traditional Meals,4,2200,0,8800,1050,4200,4600,Walk-in,Cash,Lunch,12,5
ORD-01662,46053,CUST-0351,FD002,Jollof Rice & Chicken,Rice Meals,1,2800,0,2800,1450,1450,1350,Takeaway,Cash,Lunch,12,4
ORD-00057,46054,CUST-0426,FD004,Beans & Plantain,Traditional Meals,4,2000,0,8000,960,3840,4160,Walk-in,Cash,Dinner,18,4
ORD-00320,46054,CUST-0631,FD007,Amala & Ewedu,Swallow,3,2500,0,7500,1250,3750,3750,Takeaway,POS,Dinner,20,5
ORD-00354,46054,CUST-0461,FD001,White Rice & Stew,Rice Meals,4,1800,0,7200,820,3280,3920,Walk-in,Transfer,Lunch,11,4
ORD-00377,46054,CUST-0041,FD005,Yam Porridge,Traditional Meals,4,2200,0,8800,1050,4200,4600,Takeaway,POS,Lunch,13,5
ORD-00802,46054,CUST-0505,FD008,Pounded Yam & Vegetable Soup,Swallow,2,3200,0,6400,1710,3420,2980,Takeaway,Cash,Lunch,14,4
ORD-00819,46054,CUST-0465,FD003,Fried Rice & Chicken,Rice Meals,4,3000,0.05,11400,1580,6320,5080,Takeaway,Cash,Lunch,12,4
ORD-01412,46054,CUST-0028,FD002,Jollof Rice & Chicken,Rice Meals,3,2800,0,8400,1450,4350,4050,Walk-in,POS,Breakfast,8,4
ORD-01446,46054,CUST-0258,FD001,White Rice & Stew,Rice Meals,3,1800,0,5400,820,2460,2940,Walk-in,Cash,Breakfast,8,4
ORD-00510,46055,CUST-0230,FD003,Fried Rice & Chicken,Rice Meals,1,3000,0,3000,1580,1580,1420,Walk-in,Cash,Lunch,14,5
ORD-00640,46055,CUST-0122,FD001,White Rice & Stew,Rice Meals,3,1800,0,5400,820,2460,2940,Walk-in,Transfer,Lunch,12,4
ORD-00705,46055,CUST-0495,FD001,White Rice & Stew,Rice Meals,4,1800,0,7200,820,3280,3920,Walk-in,Cash,Lunch,14,5
ORD-00958,46055,CUST-0074,FD005,Yam Porridge,Traditional Meals,3,2200,0,6600,1050,3150,3450,Delivery,Transfer,Lunch,13,5
ORD-01065,46055,CUST-0100,FD005,Yam Porridge,Traditional Meals,3,2200,0,6600,1050,3150,3450,Walk-in,POS,Lunch,14,4
ORD-01127,46055,CUST-0126,FD001,White Rice & Stew,Rice Meals,3,1800,0,5400,820,2460,2940,Delivery,POS,Lunch,12,4
ORD-01128,46055,CUST-0090,FD002,Jollof Rice & Chicken,Rice Meals,3,2800,0,8400,1450,4350,4050,Walk-in,Transfer,Lunch,14,5
ORD-01281,46055,CUST-0015,FD012,Fried Plantain,Sides,4,700,0,2800,300,1200,1600,Delivery,Cash,Lunch,13,3
ORD-01436,46055,CUST-0409,FD009,Moi Moi,Sides,2,900,0,1800,380,760,1040,Walk-in,POS,Dinner,18,5
ORD-01575,46055,CUST-0181,FD008,Pounded Yam & Vegetable Soup,Swallow,2,3200,0,6400,1710,3420,2980,Takeaway,POS,Lunch,14,4
ORD-01580,46055,CUST-0517,FD007,Amala & Ewedu,Swallow,3,2500,0.05,7125,1250,3750,3375,Takeaway,Transfer,Dinner,17,4
ORD-00114,46056,CUST-0256,FD002,Jollof Rice & Chicken,Rice Meals,3,2800,0,8400,1450,4350,4050,Walk-in,POS,Lunch,14,5
ORD-00193,46056,CUST-0192,FD004,Beans & Plantain,Traditional Meals,3,2000,0,6000,960,2880,3120,Walk-in,Cash,Breakfast,10,4
ORD-00324,46056,CUST-0269,FD011,Bottled Water,Beverages,2,300,0,600,120,240,360,Walk-in,POS,Breakfast,9,4
ORD-00838,46056,CUST-0573,FD004,Beans & Plantain,Traditional Meals,2,2000,0,4000,960,1920,2080,Walk-in,Cash,Lunch,13,5
ORD-00901,46056,CUST-0333,FD002,Jollof Rice & Chicken,Rice Meals,1,2800,0,2800,1450,1450,1350,Delivery,Transfer,Dinner,19,5
ORD-00926,46056,CUST-0066,FD005,Yam Porridge,Traditional Meals,3,2200,0,6600,1050,3150,3450,Delivery,Transfer,Dinner,18,3
ORD-01227,46056,CUST-0572,FD006,Eba & Egusi Soup,Swallow,2,2600,0,5200,1320,2640,2560,Walk-in,Cash,Breakfast,8,4
ORD-01450,46056,CUST-0482,FD003,Fried Rice & Chicken,Rice Meals,1,3000,0,3000,1580,1580,1420,Takeaway,Cash,Lunch,13,3
ORD-01764,46056,CUST-0012,FD006,Eba & Egusi Soup,Swallow,2,2600,0,5200,1320,2640,2560,Takeaway,POS,Lunch,14,5
ORD-00140,46057,CUST-0254,FD007,Amala & Ewedu,Swallow,4,2500,0,10000,1250,5000,5000,Walk-in,Cash,Lunch,11,5
ORD-00397,46057,CUST-0600,FD001,White Rice & Stew,Rice Meals,2,1800,0,3600,820,1640,1960,Takeaway,Transfer,Dinner,16,4
ORD-00679,46057,CUST-0616,FD008,Pounded Yam & Vegetable Soup,Swallow,3,3200,0,9600,1710,5130,4470,Walk-in,Cash,Lunch,11,5
ORD-00746,46057,CUST-0457,FD001,White Rice & Stew,Rice Meals,1,1800,0,1800,820,820,980,Takeaway,Transfer,Lunch,12,5
ORD-00943,46057,CUST-0076,FD001,White Rice & Stew,Rice Meals,1,1800,0,1800,820,820,980,Walk-in,POS,Lunch,15,3
ORD-00974,46057,CUST-0052,FD001,White Rice & Stew,Rice Meals,2,1800,0,3600,820,1640,1960,Takeaway,Transfer,Breakfast,10,5
ORD-01113,46057,CUST-0322,FD005,Yam Porridge,Traditional Meals,3,2200,0,6600,1050,3150,3450,Delivery,POS,Lunch,13,5
ORD-01581,46057,CUST-0095,FD002,Jollof Rice & Chicken,Rice Meals,4,2800,0,11200,1450,5800,5400,Walk-in,Cash,Lunch,13,3
ORD-01665,46057,CUST-0156,FD001,White Rice & Stew,Rice Meals,2,1800,0,3600,820,1640,1960,Takeaway,POS,Lunch,15,5
ORD-01684,46057,CUST-0586,FD001,White Rice & Stew,Rice Meals,4,1800,0,7200,820,3280,3920,Walk-in,Cash,Dinner,19,4
ORD-00195,46058,CUST-0173,FD009,Moi Moi,Sides,3,900,0,2700,380,1140,1560,Takeaway,Transfer,Breakfast,8,4
ORD-00551,46058,CUST-0598,FD003,Fried Rice & Chicken,Rice Meals,2,3000,0.1,5400,1580,3160,2240,Walk-in,Transfer,Dinner,17,5
ORD-00581,46058,CUST-0316,FD003,Fried Rice & Chicken,Rice Meals,1,3000,0,3000,1580,1580,1420,Walk-in,POS,Dinner,17,5
ORD-01123,46058,CUST-0227,FD003,Fried Rice & Chicken,Rice Meals,4,3000,0,12000,1580,6320,5680,Takeaway,Cash,Lunch,11,3
ORD-01373,46058,CUST-0068,FD006,Eba & Egusi Soup,Swallow,4,2600,0,10400,1320,5280,5120,Walk-in,POS,Lunch,13,4
ORD-01497,46058,CUST-0458,FD008,Pounded Yam & Vegetable Soup,Swallow,3,3200,0.05,9120,1710,5130,3990,Takeaway,POS,Lunch,12,5
ORD-00651,46059,CUST-0440,FD005,Yam Porridge,Traditional Meals,1,2200,0.05,2090,1050,1050,1040,Delivery,Transfer,Dinner,16,
ORD-00676,46059,CUST-0166,FD004,Beans & Plantain,Traditional Meals,1,2000,0,2000,960,960,1040,Delivery,POS,Dinner,16,5
ORD-00794,46059,CUST-0263,FD001,White Rice & Stew,Rice Meals,4,1800,0.05,6840,820,3280,3560,Walk-in,Transfer,Lunch,15,3
ORD-00993,46059,CUST-0398,FD006,Eba & Egusi Soup,Swallow,1,2600,0,2600,1320,1320,1280,Walk-in,Cash,Breakfast,9,5
ORD-01147,46059,CUST-0303,FD003,Fried Rice & Chicken,Rice Meals,3,3000,0,9000,1580,4740,4260,Walk-in,Cash,Lunch,14,4
ORD-01306,46059,CUST-0570,FD001,White Rice & Stew,Rice Meals,1,1800,0,1800,820,820,980,Walk-in,POS,Lunch,14,3
ORD-01356,46059,CUST-0404,FD006,Eba & Egusi Soup,Swallow,2,2600,0,5200,1320,2640,2560,Walk-in,POS,Dinner,19,5
ORD-01591,46059,CUST-0276,FD006,Eba & Egusi Soup,Swallow,4,2600,0,10400,1320,5280,5120,Walk-in,POS,Dinner,16,4
ORD-00361,46060,CUST-0241,FD002,Jollof Rice & Chicken,Rice Meals,1,2800,0,2800,1450,1450,1350,Walk-in,POS,Lunch,15,4
ORD-00375,46060,CUST-0106,FD006,Eba & Egusi Soup,Swallow,3,2600,0,7800,1320,3960,3840,Takeaway,POS,Dinner,17,4
ORD-00814,46060,CUST-0503,FD012,Fried Plantain,Sides,1,700,0,700,300,300,400,Walk-in,Cash,Lunch,15,5
ORD-01395,46060,CUST-0120,FD006,Eba & Egusi Soup,Swallow,3,2600,0,7800,1320,3960,3840,Takeaway,Transfer,Lunch,13,4
ORD-01536,46060,CUST-0291,FD001,White Rice & Stew,Rice Meals,3,1800,0,5400,820,2460,2940,Walk-in,Cash,Dinner,18,4
ORD-01782,46060,CUST-0497,FD001,White Rice & Stew,Rice Meals,1,1800,0,1800,820,820,980,Walk-in,Cash,Lunch,15,4
ORD-00039,46061,CUST-0108,FD003,Fried Rice & Chicken,Rice Meals,1,3000,0,3000,1580,1580,1420,Walk-in,Transfer,Breakfast,8,4
ORD-00118,46061,CUST-0375,FD004,Beans & Plantain,Traditional Meals,3,2000,0,6000,960,2880,3120,Walk-in,Cash,Dinner,17,4
ORD-00762,46061,CUST-0099,FD008,Pounded Yam & Vegetable Soup,Swallow,3,3200,0,9600,1710,5130,4470,Walk-in,Transfer,Lunch,12,4
ORD-00785,46061,CUST-0004,FD006,Eba & Egusi Soup,Swallow,1,2600,0,2600,1320,1320,1280,Delivery,Transfer,Lunch,14,4
ORD-01117,46061,CUST-0248,FD002,Jollof Rice & Chicken,Rice Meals,4,2800,0,11200,1450,5800,5400,Delivery,Cash,Lunch,14,4
ORD-01390,46061,CUST-0406,FD003,Fried Rice & Chicken,Rice Meals,1,3000,0,3000,1580,1580,1420,Walk-in,Cash,Lunch,12,4
ORD-00101,46062,CUST-0212,FD002,Jollof Rice & Chicken,Rice Meals,4,2800,0,11200,1450,5800,5400,Takeaway,POS,Lunch,11,4
ORD-00204,46062,CUST-0173,FD002,Jollof Rice & Chicken,Rice Meals,3,2800,0,8400,1450,4350,4050,Walk-in,Transfer,Dinner,17,4
ORD-00333,46062,CUST-0116,FD002,Jollof Rice & Chicken,Rice Meals,4,2800,0,11200,1450,5800,5400,Walk-in,Cash,Lunch,15,4
ORD-00706,46062,CUST-0090,FD006,Eba & Egusi Soup,Swallow,2,2600,0,5200,1320,2640,2560,Walk-in,Cash,Lunch,12,4
ORD-00820,46062,CUST-0151,FD007,Amala & Ewedu,Swallow,3,2500,0,7500,1250,3750,3750,Walk-in,Cash,Lunch,13,5
ORD-00910,46062,CUST-0055,FD002,Jollof Rice & Chicken,Rice Meals,1,2800,0,2800,1450,1450,1350,Walk-in,Transfer,Breakfast,10,4
ORD-01168,46062,CUST-0321,FD007,Amala & Ewedu,Swallow,4,2500,0.1,9000,1250,5000,4000,Walk-in,Cash,Lunch,12,5
ORD-01437,46062,CUST-0028,FD003,Fried Rice & Chicken,Rice Meals,3,3000,0,9000,1580,4740,4260,Walk-in,Cash,Lunch,11,3
ORD-01512,46062,CUST-0284,FD006,Eba & Egusi Soup,Swallow,2,2600,0,5200,1320,2640,2560,Walk-in,Transfer,Lunch,15,4
ORD-01670,46062,CUST-0099,FD002,Jollof Rice & Chicken,Rice Meals,3,2800,0,8400,1450,4350,4050,Walk-in,Cash,Lunch,15,5
ORD-01729,46062,CUST-0309,FD007,Amala & Ewedu,Swallow,3,2500,0,7500,1250,3750,3750,Walk-in,POS,Dinner,16,5
ORD-00046,46063,CUST-0443,FD002,Jollof Rice & Chicken,Rice Meals,3,2800,0,8400,1450,4350,4050,Walk-in,Cash,Lunch,15,3
ORD-00061,46063,CUST-0459,FD004,Beans & Plantain,Traditional Meals,3,2000,0,6000,960,2880,3120,Takeaway,Cash,Lunch,14,4
ORD-00396,46063,CUST-0495,FD009,Moi Moi,Sides,4,900,0,3600,380,1520,2080,Walk-in,Transfer,Lunch,13,4
ORD-00538,46063,CUST-0338,FD001,White Rice & Stew,Rice Meals,4,1800,0,7200,820,3280,3920,Delivery,Cash,Lunch,13,5
ORD-00694,46063,CUST-0165,FD003,Fried Rice & Chicken,Rice Meals,3,3000,0,9000,1580,4740,4260,Takeaway,POS,Lunch,15,5
ORD-00826,46063,CUST-0373,FD001,White Rice & Stew,Rice Meals,3,1800,0,5400,820,2460,2940,Walk-in,Transfer,Lunch,13,3
ORD-01141,46063,CUST-0513,FD005,Yam Porridge,Traditional Meals,3,2200,0,6600,1050,3150,3450,Walk-in,POS,Dinner,20,3
ORD-01322,46063,CUST-0449,FD004,Beans & Plantain,Traditional Meals,4,2000,0,8000,960,3840,4160,Takeaway,POS,Breakfast,8,5
ORD-01514,46063,CUST-0594,FD003,Fried Rice & Chicken,Rice Meals,1,3000,0,3000,1580,1580,1420,Walk-in,POS,Lunch,14,3
ORD-00024,46064,CUST-0579,FD002,Jollof Rice & Chicken,Rice Meals,4,2800,0,11200,1450,5800,5400,Delivery,Transfer,Lunch,15,4
ORD-00138,46064,CUST-0185,FD006,Eba & Egusi Soup,Swallow,3,2600,0,7800,1320,3960,3840,Delivery,POS,Lunch,12,4
ORD-00428,46064,CUST-0441,FD001,White Rice & Stew,Rice Meals,1,1800,0,1800,820,820,980,Walk-in,POS,Lunch,15,4
ORD-00724,46064,CUST-0119,FD006,Eba & Egusi Soup,Swallow,4,2600,0,10400,1320,5280,5120,Takeaway,Cash,Breakfast,9,5
ORD-00774,46064,CUST-0597,FD012,Fried Plantain,Sides,1,700,0,700,300,300,400,Walk-in,Cash,Lunch,12,4
ORD-00809,46064,CUST-0476,FD007,Amala & Ewedu,Swallow,4,2500,0,10000,1250,5000,5000,Takeaway,POS,Breakfast,9,4
ORD-01000,46064,CUST-0218,FD001,White Rice & Stew,Rice Meals,2,1800,0,3600,820,1640,1960,Walk-in,POS,Lunch,14,5
ORD-01531,46064,CUST-0595,FD002,Jollof Rice & Chicken,Rice Meals,2,2800,0,5600,1450,2900,2700,Walk-in,Transfer,Dinner,17,4
ORD-01574,46064,CUST-0645,FD002,Jollof Rice & Chicken,Rice Meals,2,2800,0,5600,1450,2900,2700,Takeaway,POS,Lunch,12,4
ORD-01737,46064,CUST-0477,FD002,Jollof Rice & Chicken,Rice Meals,3,2800,0,8400,1450,4350,4050,Walk-in,Cash,Lunch,13,4
ORD-00117,46065,CUST-0150,FD007,Amala & Ewedu,Swallow,3,2500,0,7500,1250,3750,3750,Walk-in,Transfer,Lunch,12,
ORD-01050,46065,CUST-0617,FD010,Soft Drink,Beverages,3,600,0,1800,280,840,960,Walk-in,POS,Breakfast,8,5
ORD-01226,46065,CUST-0145,FD005,Yam Porridge,Traditional Meals,4,2200,0.05,8360,1050,4200,4160,Takeaway,POS,Breakfast,9,5
ORD-01308,46065,CUST-0351,FD002,Jollof Rice & Chicken,Rice Meals,4,2800,0,11200,1450,5800,5400,Takeaway,Cash,Lunch,14,3
ORD-01732,46065,CUST-0594,FD007,Amala & Ewedu,Swallow,4,2500,0,10000,1250,5000,5000,Walk-in,Cash,Lunch,11,3
ORD-00152,46066,CUST-0399,FD003,Fried Rice & Chicken,Rice Meals,1,3000,0,3000,1580,1580,1420,Walk-in,POS,Lunch,11,4
ORD-00634,46066,CUST-0008,FD002,Jollof Rice & Chicken,Rice Meals,1,2800,0,2800,1450,1450,1350,Walk-in,POS,Lunch,15,3
ORD-00833,46066,CUST-0430,FD006,Eba & Egusi Soup,Swallow,1,2600,0,2600,1320,1320,1280,Takeaway,POS,Lunch,15,4
ORD-01004,46066,CUST-0582,FD002,Jollof Rice & Chicken,Rice Meals,4,2800,0,11200,1450,5800,5400,Walk-in,Cash,Dinner,18,5
ORD-01359,46066,CUST-0503,FD005,Yam Porridge,Traditional Meals,3,2200,0.05,6270,1050,3150,3120,Takeaway,Cash,Dinner,20,5
ORD-01508,46066,CUST-0148,FD002,Jollof Rice & Chicken,Rice Meals,4,2800,0,11200,1450,5800,5400,Delivery,Transfer,Dinner,17,5
ORD-01661,46066,CUST-0535,FD002,Jollof Rice & Chicken,Rice Meals,2,2800,0,5600,1450,2900,2700,Walk-in,Transfer,Lunch,15,5
ORD-00915,46067,CUST-0114,FD003,Fried Rice & Chicken,Rice Meals,2,3000,0.05,5700,1580,3160,2540,Delivery,POS,Lunch,15,4
ORD-01294,46067,CUST-0448,FD002,Jollof Rice & Chicken,Rice Meals,1,2800,0,2800,1450,1450,1350,Delivery,Transfer,Lunch,13,5
ORD-01380,46067,CUST-0525,FD005,Yam Porridge,Traditional Meals,1,2200,0,2200,1050,1050,1150,Walk-in,Transfer,Breakfast,10,5
ORD-00033,46068,CUST-0015,FD003,Fried Rice & Chicken,Rice Meals,4,3000,0,12000,1580,6320,5680,Takeaway,POS,Dinner,17,5
ORD-00321,46068,CUST-0317,FD003,Fried Rice & Chicken,Rice Meals,3,3000,0,9000,1580,4740,4260,Takeaway,Transfer,Lunch,13,5
ORD-00697,46068,CUST-0156,FD001,White Rice & Stew,Rice Meals,4,1800,0.05,6840,820,3280,3560,Takeaway,POS,Breakfast,10,4
ORD-00713,46068,CUST-0527,FD003,Fried Rice & Chicken,Rice Meals,2,3000,0.05,5700,1580,3160,2540,Takeaway,Transfer,Lunch,13,5
ORD-01496,46068,CUST-0417,FD005,Yam Porridge,Traditional Meals,1,2200,0.05,2090,1050,1050,1040,Walk-in,Transfer,Lunch,15,4
ORD-01692,46068,CUST-0162,FD002,Jollof Rice & Chicken,Rice Meals,3,2800,0,8400,1450,4350,4050,Takeaway,Transfer,Lunch,15,5
ORD-00030,46069,CUST-0416,FD006,Eba & Egusi Soup,Swallow,4,2600,0,10400,1320,5280,5120,Walk-in,POS,Dinner,20,3
ORD-00362,46069,CUST-0002,FD008,Pounded Yam & Vegetable Soup,Swallow,1,3200,0,3200,1710,1710,1490,Walk-in,Transfer,Lunch,11,5
ORD-00575,46069,CUST-0032,FD006,Eba & Egusi Soup,Swallow,1,2600,0,2600,1320,1320,1280,Takeaway,Cash,Lunch,14,3
ORD-01198,46069,CUST-0564,FD003,Fried Rice & Chicken,Rice Meals,3,3000,0,9000,1580,4740,4260,Walk-in,Transfer,Dinner,20,
ORD-01228,46069,CUST-0145,FD004,Beans & Plantain,Traditional Meals,3,2000,0,6000,960,2880,3120,Walk-in,POS,Lunch,11,4
ORD-01236,46069,CUST-0557,FD002,Jollof Rice & Chicken,Rice Meals,2,2800,0,5600,1450,2900,2700,Walk-in,Cash,Lunch,12,5
ORD-01468,46069,CUST-0017,FD001,White Rice & Stew,Rice Meals,2,1800,0,3600,820,1640,1960,Walk-in,Cash,Dinner,17,5
ORD-01554,46069,CUST-0332,FD003,Fried Rice & Chicken,Rice Meals,4,3000,0,12000,1580,6320,5680,Walk-in,Transfer,Lunch,11,5
ORD-00358,46070,CUST-0038,FD001,White Rice & Stew,Rice Meals,4,1800,0,7200,820,3280,3920,Delivery,Cash,Breakfast,9,3
ORD-00633,46070,CUST-0169,FD001,White Rice & Stew,Rice Meals,3,1800,0,5400,820,2460,2940,Takeaway,Cash,Dinner,17,4
ORD-00660,46070,CUST-0071,FD003,Fried Rice & Chicken,Rice Meals,2,3000,0,6000,1580,3160,2840,Walk-in,Transfer,Lunch,11,4
ORD-00757,46070,CUST-0330,FD010,Soft Drink,Beverages,1,600,0.05,570,280,280,290,Walk-in,Cash,Lunch,15,4
ORD-00789,46070,CUST-0023,FD005,Yam Porridge,Traditional Meals,2,2200,0.05,4180,1050,2100,2080,Walk-in,POS,Dinner,17,4
ORD-01069,46070,CUST-0357,FD002,Jollof Rice & Chicken,Rice Meals,1,2800,0,2800,1450,1450,1350,Walk-in,Cash,Breakfast,9,5
ORD-01292,46070,CUST-0263,FD006,Eba & Egusi Soup,Swallow,3,2600,0,7800,1320,3960,3840,Takeaway,Transfer,Dinner,19,4
